dataset,target_id,target_label,target_apis,target_sanitizers,demo_rank,demo_id,demo_label,demo_apis,demo_sanitizers,code_similarity,graph_similarity,hybrid_score,api_similarity,sanitizer_similarity,memory_similarity,security_similarity,retrieval_case
reveal,-7283224897680777091_67,0,,2,5,5991533509192663951_531,0,,2,0.2,0.0089,0.1427,1.0,0.3333,0.6667,0.7,Case D (Missed Security Similarity)
reveal,-5420171864670538459_68,0,,1,1,-5420171864670538459_2949,0,,1,0.4483,0.4168,0.4388,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-5420171864670538459_68,0,,1,2,-5420171864670538459_564,0,,2,0.3889,0.1993,0.332,1.0,0.5,1.0,0.85,Case A (Good)
reveal,-5420171864670538459_68,0,,1,3,-5420171864670538459_1341,0,,1,0.3846,0.1966,0.3282,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-5420171864670538459_68,0,,1,4,-7455544248455991006_1212,0,,1,0.2973,0.3063,0.3,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-5420171864670538459_68,0,,1,5,9155638497612715289_2086,0,,1,0.2927,0.231,0.2742,1.0,1.0,0.6667,0.9,Case A (Good)
reveal,-3725939782329394029_69,0,,2,1,5524055408114021500_619,0,,2,0.3065,0.4537,0.3506,1.0,1.0,0.3333,0.8,Case A (Good)
reveal,-3725939782329394029_69,0,,2,2,136942900289772931_2857,0,,1,0.197,0.3254,0.2355,1.0,0.5,0.3333,0.65,Case D (Missed Security Similarity)
reveal,-3725939782329394029_69,0,,2,3,5400542917484463750_1178,1,,1,0.25,0.1422,0.2177,1.0,0.5,0.6667,0.75,Case C (Dangerous - Label Mismatch)
reveal,-3725939782329394029_69,0,,2,4,-8925552398357902286_2617,0,,1,0.3,0.0102,0.2131,1.0,0.5,0.6667,0.75,Case A (Good)
reveal,-3725939782329394029_69,0,,2,5,-8365810778652022218_345,0,,1,0.2125,0.197,0.2078,1.0,0.5,0.6667,0.75,Case D (Missed Security Similarity)
reveal,-1111775978048960297_70,0,,0,1,9165901716987135402_1299,0,,1,0.1429,1.0,0.4,1.0,0.0,0.6667,0.6,Case D (Missed Security Similarity)
reveal,-1111775978048960297_70,0,,0,2,6862887795439011210_2725,0,,1,0.1154,0.6897,0.2877,1.0,0.0,0.6667,0.6,Case D (Missed Security Similarity)
reveal,-1111775978048960297_70,0,,0,3,1339575514457462426_605,0,,1,0.1233,0.4516,0.2218,1.0,0.0,0.6667,0.6,Case D (Missed Security Similarity)
reveal,-1111775978048960297_70,0,,0,4,-2994308217034422906_557,0,,0,0.1515,0.3652,0.2156,1.0,1.0,1.0,1.0,Case D (Missed Security Similarity)
reveal,-1111775978048960297_70,0,,0,5,6263651552746807254_2968,0,,1,0.102,0.1653,0.121,1.0,0.0,0.6667,0.6,Case D (Missed Security Similarity)
reveal,9046191708840218774_71,0,,1,1,9046191708840218774_1241,0,memset|memcpy,1,0.2769,0.7696,0.4247,0.0,1.0,1.0,0.6,Case A (Good)
reveal,9046191708840218774_71,0,,1,2,3309252579593081468_1817,0,,1,0.26,0.2728,0.2639,1.0,1.0,1.0,1.0,Case A (Good)
reveal,9046191708840218774_71,0,,1,3,-1672864273235910388_2479,0,,2,0.2264,0.3237,0.2556,1.0,0.5,1.0,0.85,Case D (Missed Security Similarity)
reveal,9046191708840218774_71,0,,1,4,-1672864273235910388_308,0,,1,0.1429,0.4468,0.234,1.0,1.0,1.0,1.0,Case D (Missed Security Similarity)
reveal,9046191708840218774_71,0,,1,5,9009378236683657160_1204,0,,1,0.2353,0.1609,0.213,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
reveal,8460430819945784394_72,0,,2,1,-2127895299879503273_2715,0,,1,0.3784,0.5993,0.4447,1.0,0.5,0.6667,0.75,Case A (Good)
reveal,8460430819945784394_72,0,,2,2,8460430819945784394_393,0,,2,0.3095,0.4437,0.3498,1.0,1.0,1.0,1.0,Case A (Good)
reveal,8460430819945784394_72,0,,2,3,5360072031850965731_835,0,,1,0.2368,0.5397,0.3277,1.0,0.5,1.0,0.85,Case D (Missed Security Similarity)
reveal,8460430819945784394_72,0,,2,4,369115599810341094_2655,0,,1,0.2857,0.3982,0.3195,1.0,0.5,0.6667,0.75,Case A (Good)
reveal,8460430819945784394_72,0,,2,5,-398565394354770780_240,0,,1,0.2308,0.2456,0.2352,1.0,0.5,0.6667,0.75,Case D (Missed Security Similarity)
reveal,-1950979830238945732_73,0,memset|memcpy,1,1,5991533509192663951_2,0,,1,0.1895,0.6894,0.3395,0.0,1.0,0.6667,0.5,Case D (Missed Security Similarity)
reveal,-1950979830238945732_73,0,memset|memcpy,1,2,2335222688263906532_1376,0,,1,0.2727,0.3703,0.302,0.0,1.0,1.0,0.6,Case A (Good)
reveal,-1950979830238945732_73,0,memset|memcpy,1,3,2419147764757351618_2590,0,,1,0.1818,0.3498,0.2322,0.0,1.0,1.0,0.6,Case D (Missed Security Similarity)
reveal,-1950979830238945732_73,0,memset|memcpy,1,4,-4078760840682683657_665,0,,1,0.1912,0.1567,0.1808,0.0,1.0,1.0,0.6,Case D (Missed Security Similarity)
reveal,-1950979830238945732_73,0,memset|memcpy,1,5,3766491362463647945_1151,0,,1,0.1739,0.1886,0.1783,0.0,1.0,1.0,0.6,Case D (Missed Security Similarity)
reveal,6595989226414083189_74,0,,0,1,2930500905204315787_1339,1,,0,0.4583,0.6688,0.5215,1.0,1.0,1.0,1.0,Case C (Dangerous - Label Mismatch)
reveal,6595989226414083189_74,0,,0,2,-6435087038712482873_819,0,,1,0.1481,0.2081,0.1661,1.0,0.0,0.6667,0.6,Case D (Missed Security Similarity)
reveal,6595989226414083189_74,0,,0,3,-6105298668491046960_2136,0,,1,0.125,0.2081,0.1499,1.0,0.0,0.6667,0.6,Case D (Missed Security Similarity)
reveal,6595989226414083189_74,0,,0,4,355220887711506893_1955,0,,3,0.1139,0.1714,0.1312,1.0,0.0,0.6667,0.6,Case D (Missed Security Similarity)
reveal,6595989226414083189_74,0,,0,5,5357882892791796049_2549,0,,1,0.1591,0.0134,0.1154,1.0,0.0,0.3333,0.5,Case D (Missed Security Similarity)
reveal,-16551315108292821_75,0,,1,1,378220832151730865_996,0,,2,0.1802,0.2633,0.2051,1.0,0.5,0.3333,0.65,Case D (Missed Security Similarity)
reveal,-16551315108292821_75,0,,1,2,-954364585377557207_1691,0,,1,0.1169,0.281,0.1661,1.0,1.0,0.3333,0.8,Case D (Missed Security Similarity)
reveal,-16551315108292821_75,0,,1,3,378220832151730865_1759,0,,1,0.2078,0.0113,0.1488,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
reveal,-16551315108292821_75,0,,1,4,-8620097311326519087_1625,0,,1,0.1379,0.1176,0.1318,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
reveal,-16551315108292821_75,0,,1,5,-2607754285145856562_807,0,memmove|memcpy|malloc,2,0.129,0.1033,0.1213,0.0,0.5,0.0,0.15,Uncorrelated / Low Similarity
reveal,8461266595329035000_76,0,,0,1,-7555034601056330007_2989,0,,0,0.4375,0.8018,0.5468,1.0,1.0,1.0,1.0,Case A (Good)
reveal,8461266595329035000_76,0,,0,2,-4421762461659142174_2391,0,,1,0.3182,0.5802,0.3968,1.0,0.0,0.6667,0.6,Case A (Good)
reveal,8461266595329035000_76,0,,0,3,1760449185745615462_1009,0,,1,0.2692,0.4897,0.3354,1.0,0.0,0.6667,0.6,Case A (Good)
reveal,8461266595329035000_76,0,,0,4,1760449185745615462_1147,0,,1,0.28,0.3853,0.3116,1.0,0.0,0.6667,0.6,Case A (Good)
reveal,8461266595329035000_76,0,,0,5,1760449185745615462_2765,0,,1,0.2963,0.0123,0.2111,1.0,0.0,1.0,0.7,Case A (Good)
reveal,-4527380754569407959_77,1,,0,1,-4527380754569407959_2270,1,,0,0.9111,1.0,0.9378,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-4527380754569407959_77,1,,0,2,-4527380754569407959_1932,0,calloc|free,2,0.7258,0.9889,0.8047,0.0,0.0,0.6667,0.2,Case C (Dangerous - Label Mismatch)
reveal,-4527380754569407959_77,1,,0,3,-4527380754569407959_1395,0,calloc|free,2,0.6949,0.9889,0.7831,0.0,0.0,0.6667,0.2,Case C (Dangerous - Label Mismatch)
reveal,-4527380754569407959_77,1,,0,4,-7795592811940874822_185,0,,1,0.1692,0.5333,0.2785,1.0,0.0,0.6667,0.6,Case D (Missed Security Similarity)
reveal,-4527380754569407959_77,1,,0,5,-8228664527580018723_1143,0,,0,0.1333,0.0986,0.1229,1.0,1.0,1.0,1.0,Case D (Missed Security Similarity)
reveal,3487452046891662469_78,0,,0,1,3487452046891662469_663,0,,0,0.7,1.0,0.79,1.0,1.0,1.0,1.0,Case A (Good)
reveal,3487452046891662469_78,0,,0,2,-5420171864670538459_2930,0,,0,0.3571,0.7314,0.4694,1.0,1.0,1.0,1.0,Case A (Good)
reveal,3487452046891662469_78,0,,0,3,-8958254313220732728_2422,0,,1,0.3438,0.4412,0.373,1.0,0.0,0.6667,0.6,Case A (Good)
reveal,3487452046891662469_78,0,,0,4,-2958879419462198519_2996,0,,2,0.2727,0.2008,0.2511,1.0,0.0,0.6667,0.6,Case A (Good)
reveal,3487452046891662469_78,0,,0,5,-2661809302248698892_1764,1,memset,1,0.11,0.1871,0.1331,0.0,0.0,0.6667,0.2,Uncorrelated / Low Similarity
reveal,-7019074708255236794_79,0,memcpy,2,1,2755982813601944893_1716,0,,1,0.4444,0.4479,0.4455,0.0,0.5,1.0,0.45,Case B (Superficially Similar)
reveal,-7019074708255236794_79,0,memcpy,2,2,2755982813601944893_2977,0,,1,0.3684,0.587,0.434,0.0,0.5,0.6667,0.35,Case B (Superficially Similar)
reveal,-7019074708255236794_79,0,memcpy,2,3,-46053003459728034_2035,0,,1,0.3617,0.5128,0.407,0.0,0.5,1.0,0.45,Case B (Superficially Similar)
reveal,-7019074708255236794_79,0,memcpy,2,4,2755982813601944893_2820,0,,1,0.3108,0.5168,0.3726,0.0,0.5,0.6667,0.35,Case B (Superficially Similar)
reveal,-7019074708255236794_79,0,memcpy,2,5,5838244232542871853_2315,0,,0,0.1111,0.0271,0.0859,0.0,0.0,0.6667,0.2,Uncorrelated / Low Similarity
reveal,-6333668321124139371_80,0,,2,1,-1338403456839869183_803,0,memcpy,3,0.1892,0.1077,0.1648,0.0,0.6667,1.0,0.5,Case D (Missed Security Similarity)
reveal,-6333668321124139371_80,0,,2,2,3584320764213684062_671,0,,2,0.148,0.0191,0.1094,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
reveal,-6333668321124139371_80,0,,2,3,6336384260629386331_297,0,,2,0.1338,0.0195,0.0995,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
reveal,-6333668321124139371_80,0,,2,4,4876100961671882393_2117,0,,2,0.1092,0.0701,0.0975,1.0,1.0,0.3333,0.8,Case D (Missed Security Similarity)
reveal,-6333668321124139371_80,0,,2,5,-5082285935423529157_487,0,,1,0.0962,0.0616,0.0858,1.0,0.5,0.3333,0.65,Case D (Missed Security Similarity)
reveal,1223258652239369123_81,0,,1,1,1223258652239369123_2751,0,,2,0.4524,0.6897,0.5236,1.0,0.5,1.0,0.85,Case A (Good)
reveal,1223258652239369123_81,0,,1,2,1223258652239369123_1344,0,,2,0.1468,0.2642,0.182,1.0,0.5,0.6667,0.75,Case D (Missed Security Similarity)
reveal,1223258652239369123_81,0,,1,3,1223258652239369123_988,0,read,2,0.2099,0.0737,0.169,0.0,0.5,1.0,0.45,Uncorrelated / Low Similarity
reveal,1223258652239369123_81,0,,1,4,1223258652239369123_2718,0,fscanf,2,0.1523,0.1835,0.1617,0.0,0.5,0.6667,0.35,Uncorrelated / Low Similarity
reveal,1223258652239369123_81,0,,1,5,1223258652239369123_2611,1,read,3,0.2025,0.0406,0.1539,0.0,0.3333,0.6667,0.3,Uncorrelated / Low Similarity
reveal,-9032389459913766398_82,0,,1,1,8572106347813672436_1914,0,,0,0.45,0.6008,0.4952,1.0,0.0,0.6667,0.6,Case A (Good)
reveal,-9032389459913766398_82,0,,1,2,-9032389459913766398_93,0,,0,0.45,0.6008,0.4952,1.0,0.0,0.6667,0.6,Case A (Good)
reveal,-9032389459913766398_82,0,,1,3,8572106347813672436_2896,0,,0,0.3913,0.6528,0.4698,1.0,0.0,0.6667,0.6,Case A (Good)
reveal,-9032389459913766398_82,0,,1,4,4180964683905830761_1041,0,,1,0.36,0.2451,0.3255,1.0,0.0,0.6667,0.6,Case A (Good)
reveal,-9032389459913766398_82,0,,1,5,4180964683905830761_764,0,,0,0.3,0.2175,0.2753,1.0,0.0,0.6667,0.6,Case A (Good)
reveal,4511225370772574632_83,0,,1,1,583170025160259883_2300,0,,2,0.3091,0.0175,0.2216,1.0,0.5,1.0,0.85,Case A (Good)
reveal,4511225370772574632_83,0,,1,2,-7670127399145950875_2363,0,,0,0.2889,0.0541,0.2184,1.0,0.0,0.6667,0.6,Case A (Good)
reveal,4511225370772574632_83,0,,1,3,1760449185745615462_1910,0,,1,0.2857,0.0538,0.2161,1.0,1.0,1.0,1.0,Case A (Good)
reveal,4511225370772574632_83,0,,1,4,6667142528452941476_2909,0,,0,0.2826,0.0539,0.214,1.0,0.0,0.6667,0.6,Case A (Good)
reveal,4511225370772574632_83,0,,1,5,3804373597256531021_1070,0,,1,0.2059,0.0757,0.1668,1.0,1.0,0.3333,0.8,Case D (Missed Security Similarity)
reveal,-320658364442495927_84,0,,1,1,8320716512483418415_467,0,,1,0.3548,0.4848,0.3938,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-320658364442495927_84,0,,1,2,252275190935145023_1177,0,,1,0.339,0.4736,0.3794,1.0,1.0,0.6667,0.9,Case A (Good)
reveal,-320658364442495927_84,0,,1,3,8320716512483418415_496,0,,1,0.3833,0.3529,0.3742,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-320658364442495927_84,0,,1,4,-1283648210945038844_2483,0,,1,0.3333,0.315,0.3278,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-320658364442495927_84,0,,1,5,-1283648210945038844_2374,0,,1,0.3472,0.2764,0.326,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-2386031673786599357_85,0,,2,1,-2386031673786599357_1311,0,,2,0.5303,0.8682,0.6317,1.0,1.0,0.6667,0.9,Case A (Good)
reveal,-2386031673786599357_85,0,,2,2,8849962823026424130_355,0,,2,0.172,0.6944,0.3287,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
reveal,-2386031673786599357_85,0,,2,3,-8690690140780652452_0,0,,1,0.1972,0.6039,0.3192,1.0,0.5,0.3333,0.65,Case D (Missed Security Similarity)
reveal,-2386031673786599357_85,0,,2,4,3616225660295849566_2906,0,,1,0.1923,0.469,0.2753,1.0,0.5,0.6667,0.75,Case D (Missed Security Similarity)
reveal,-2386031673786599357_85,0,,2,5,-6529313662352494663_2133,0,,1,0.1884,0.1461,0.1757,1.0,0.5,0.6667,0.75,Case D (Missed Security Similarity)
reveal,7749168290238234888_86,0,,1,1,-1983921383858884161_2451,1,,2,0.1714,0.4425,0.2528,1.0,0.5,0.6667,0.75,Case D (Missed Security Similarity)
reveal,7749168290238234888_86,0,,1,2,-1983921383858884161_1603,0,,2,0.1667,0.4425,0.2494,1.0,0.5,0.6667,0.75,Case D (Missed Security Similarity)
reveal,7749168290238234888_86,0,,1,3,-6474315190511670247_2869,0,,0,0.1613,0.3798,0.2268,1.0,0.0,0.3333,0.5,Case D (Missed Security Similarity)
reveal,7749168290238234888_86,0,,1,4,3502077845611765963_1703,0,,1,0.2188,0.1521,0.1987,1.0,1.0,0.3333,0.8,Case D (Missed Security Similarity)
reveal,7749168290238234888_86,0,,1,5,2820551931453396101_2941,0,,2,0.193,0.1138,0.1692,1.0,0.5,0.3333,0.65,Case D (Missed Security Similarity)
reveal,-1270180049246846366_87,0,free,1,1,-4432585791636767127_2634,0,free,0,0.3333,0.6341,0.4236,1.0,0.0,0.6667,0.6,Case A (Good)
reveal,-1270180049246846366_87,0,free,1,2,-2607754285145856562_4,0,free,1,0.5263,0.0155,0.3731,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-1270180049246846366_87,0,free,1,3,-3819889754140204145_2515,0,free,1,0.4348,0.0132,0.3083,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-1270180049246846366_87,0,free,1,4,-7076754245473579218_493,0,free,2,0.2903,0.0157,0.208,1.0,0.5,1.0,0.85,Case A (Good)
reveal,-1270180049246846366_87,0,free,1,5,-3819889754140204145_2014,0,free,1,0.1667,0.0428,0.1295,1.0,1.0,1.0,1.0,Case D (Missed Security Similarity)
reveal,-8933711118846965366_88,0,,1,1,-8933711118846965366_1487,0,,1,0.381,0.3383,0.3682,1.0,1.0,0.6667,0.9,Case A (Good)
reveal,-8933711118846965366_88,0,,1,2,6302861533225984845_1293,0,,1,0.2857,0.3029,0.2909,1.0,1.0,0.6667,0.9,Case A (Good)
reveal,-8933711118846965366_88,0,,1,3,6302861533225984845_2550,0,,1,0.25,0.3436,0.2781,1.0,1.0,0.6667,0.9,Case A (Good)
reveal,-8933711118846965366_88,0,,1,4,8127806390163862344_2214,0,,1,0.2381,0.325,0.2642,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
reveal,-8933711118846965366_88,0,,1,5,-8934524072451888241_1705,0,send,1,0.1882,0.0807,0.156,0.0,1.0,1.0,0.6,Case D (Missed Security Similarity)
reveal,-6357438421920978642_89,0,free,2,1,-6357438421920978642_2738,0,read,1,0.2773,0.675,0.3966,0.0,0.5,0.3333,0.25,Case B (Superficially Similar)
reveal,-6357438421920978642_89,0,free,2,2,-7248963932691286231_621,0,memset|close,3,0.1754,0.5894,0.2996,0.0,0.6667,0.6667,0.4,Uncorrelated / Low Similarity
reveal,-6357438421920978642_89,0,free,2,3,-7855974557509681261_1613,0,,1,0.1519,0.4711,0.2477,0.0,0.5,0.6667,0.35,Uncorrelated / Low Similarity
reveal,-6357438421920978642_89,0,free,2,4,-5912543978015782596_1252,0,memmove|recv|system|memcpy,3,0.104,0.3556,0.1794,0.0,0.6667,0.3333,0.3,Uncorrelated / Low Similarity
reveal,-6357438421920978642_89,0,free,2,5,1245821301839614810_218,0,read,2,0.1183,0.1056,0.1145,0.0,1.0,0.6667,0.5,Case D (Missed Security Similarity)
reveal,2687336064028423153_90,0,,2,1,8947170728280515149_2638,0,,2,0.4333,0.6372,0.4945,1.0,1.0,1.0,1.0,Case A (Good)
reveal,2687336064028423153_90,0,,2,2,-4558261210024070448_2414,1,,2,0.275,0.343,0.2954,1.0,1.0,1.0,1.0,Case C (Dangerous - Label Mismatch)
reveal,2687336064028423153_90,0,,2,3,-7262742957929857695_1240,0,memset|malloc,3,0.2609,0.2677,0.2629,0.0,0.6667,0.6667,0.4,Case B (Superficially Similar)
reveal,2687336064028423153_90,0,,2,4,2100112064176019294_2665,0,memset|malloc,3,0.2558,0.2677,0.2594,0.0,0.6667,0.6667,0.4,Case B (Superficially Similar)
reveal,2687336064028423153_90,0,,2,5,2100112064176019294_2359,1,memset|malloc,3,0.2444,0.2655,0.2508,0.0,0.6667,0.6667,0.4,Uncorrelated / Low Similarity
reveal,-2915908172644760936_91,0,,1,1,8588713512322173474_729,1,memset,1,0.2917,0.6423,0.3969,0.0,1.0,0.6667,0.5,Case C (Dangerous - Label Mismatch)
reveal,-2915908172644760936_91,0,,1,2,6664609110189077049_2979,1,memcpy,2,0.2652,0.4583,0.3231,0.0,0.5,0.6667,0.35,Case C (Dangerous - Label Mismatch)
reveal,-2915908172644760936_91,0,,1,3,-6435087038712482873_2884,0,,1,0.25,0.4772,0.3182,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-2915908172644760936_91,0,,1,4,-6435087038712482873_381,0,memset,1,0.1523,0.3095,0.1995,0.0,1.0,0.6667,0.5,Case D (Missed Security Similarity)
reveal,-2915908172644760936_91,0,,1,5,8672904772426696383_1793,1,,1,0.1915,0.0107,0.1373,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
reveal,-331579171381918893_92,1,,0,1,3728341105073176576_2146,1,,0,0.9245,1.0,0.9472,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-331579171381918893_92,1,,0,2,-331579171381918893_2736,1,,0,0.7288,1.0,0.8102,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-331579171381918893_92,1,,0,3,3728341105073176576_1781,1,,0,0.7101,1.0,0.7971,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-331579171381918893_92,1,,0,4,-331579171381918893_125,1,,0,0.678,1.0,0.7746,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-331579171381918893_92,1,,0,5,-1315695702746584250_2402,0,,1,0.1475,0.0289,0.112,1.0,0.0,1.0,0.7,Case D (Missed Security Similarity)
reveal,1223258652239369123_93,1,,1,1,1223258652239369123_263,1,,1,0.5263,1.0,0.6684,1.0,1.0,1.0,1.0,Case A (Good)
reveal,1223258652239369123_93,1,,1,2,8445816931248660591_837,0,,1,0.4865,1.0,0.6405,1.0,1.0,1.0,1.0,Case C (Dangerous - Label Mismatch)
reveal,1223258652239369123_93,1,,1,3,1223258652239369123_2751,0,,2,0.3673,0.6897,0.464,1.0,0.5,1.0,0.85,Case C (Dangerous - Label Mismatch)
reveal,1223258652239369123_93,1,,1,4,1223258652239369123_1946,0,,1,0.4091,0.4516,0.4218,1.0,1.0,0.6667,0.9,Case C (Dangerous - Label Mismatch)
reveal,1223258652239369123_93,1,,1,5,1223258652239369123_511,0,memset,3,0.2586,0.6897,0.3879,0.0,0.3333,1.0,0.4,Case C (Dangerous - Label Mismatch)
reveal,-8228664527580018723_94,0,,0,1,2578089348587614328_1653,0,,0,0.4,0.8711,0.5413,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-8228664527580018723_94,0,,0,2,2578089348587614328_164,0,,0,0.3462,0.9093,0.5151,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-8228664527580018723_94,0,,0,3,1245821301839614810_2945,0,,0,0.4074,0.4844,0.4305,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-8228664527580018723_94,0,,0,4,-6024601983167898950_644,0,,0,0.2667,0.2337,0.2568,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-8228664527580018723_94,0,,0,5,-6024601983167898950_434,0,,1,0.25,0.201,0.2353,1.0,0.0,0.6667,0.6,Case A (Good)
reveal,2895622461494525400_95,0,fprintf,2,1,2895622461494525400_664,0,,0,0.1944,0.9136,0.4102,0.0,0.0,0.3333,0.1,Uncorrelated / Low Similarity
reveal,2895622461494525400_95,0,fprintf,2,2,2895622461494525400_325,0,,1,0.2318,0.7055,0.3739,0.0,0.5,0.3333,0.25,Uncorrelated / Low Similarity
reveal,2895622461494525400_95,0,fprintf,2,3,2895622461494525400_405,0,,0,0.1566,0.8455,0.3633,0.0,0.0,0.3333,0.1,Uncorrelated / Low Similarity
reveal,2895622461494525400_95,0,fprintf,2,4,2895622461494525400_2177,0,,1,0.1418,0.8031,0.3402,0.0,0.5,0.6667,0.35,Uncorrelated / Low Similarity
reveal,2895622461494525400_95,0,fprintf,2,5,2895622461494525400_741,0,sprintf,0,0.1538,0.4886,0.2543,0.0,0.0,0.6667,0.2,Uncorrelated / Low Similarity
reveal,-8919449269326401539_96,0,,1,1,-3135212895432241239_83,0,,0,0.4286,0.0514,0.3154,1.0,0.0,1.0,0.7,Case A (Good)
reveal,-8919449269326401539_96,0,,1,2,6336384260629386331_1002,0,,0,0.4,0.0491,0.2947,1.0,0.0,1.0,0.7,Case A (Good)
reveal,-8919449269326401539_96,0,,1,3,6336384260629386331_1819,0,,0,0.3721,0.0184,0.266,1.0,0.0,1.0,0.7,Case A (Good)
reveal,-8919449269326401539_96,0,,1,4,6336384260629386331_1568,0,,0,0.3556,0.0491,0.2636,1.0,0.0,1.0,0.7,Case A (Good)
reveal,-8919449269326401539_96,0,,1,5,-7236893719053583356_1049,0,,1,0.2951,0.0658,0.2263,1.0,0.0,0.6667,0.6,Case A (Good)
reveal,5917118798851365454_97,0,,0,1,3584320764213684062_2901,0,,1,0.6333,1.0,0.7433,1.0,0.0,0.6667,0.6,Case A (Good)
reveal,5917118798851365454_97,0,,0,2,7039307292471244756_2055,0,,0,0.5152,1.0,0.6606,1.0,1.0,1.0,1.0,Case A (Good)
reveal,5917118798851365454_97,0,,0,3,4489017523191997023_1336,0,,0,0.5,1.0,0.65,1.0,1.0,1.0,1.0,Case A (Good)
reveal,5917118798851365454_97,0,,0,4,-2648356651055439484_1303,0,,0,0.4194,1.0,0.5935,1.0,1.0,1.0,1.0,Case A (Good)
reveal,5917118798851365454_97,0,,0,5,-2648356651055439484_2732,0,,0,0.4194,1.0,0.5935,1.0,1.0,1.0,1.0,Case A (Good)
reveal,6323824267898511453_98,0,,1,1,6120640898537304364_1030,0,,2,0.4333,0.6691,0.5041,1.0,0.5,1.0,0.85,Case A (Good)
reveal,6323824267898511453_98,0,,1,2,5452557062588481527_59,0,,1,0.2895,0.5765,0.3756,1.0,1.0,1.0,1.0,Case A (Good)
reveal,6323824267898511453_98,0,,1,3,6323824267898511453_1351,0,,2,0.2979,0.481,0.3528,1.0,0.5,1.0,0.85,Case A (Good)
reveal,6323824267898511453_98,0,,1,4,6323824267898511453_2368,0,,1,0.303,0.2007,0.2723,1.0,1.0,1.0,1.0,Case A (Good)
reveal,6323824267898511453_98,0,,1,5,1700977331036764538_950,0,,0,0.2857,0.1689,0.2507,1.0,0.0,0.6667,0.6,Case A (Good)
reveal,-2386031673786599357_99,0,free,2,1,-2386031673786599357_1236,0,strcpy|malloc|free,2,0.3519,0.7097,0.4592,0.3333,1.0,0.6667,0.6333,Case A (Good)
reveal,-2386031673786599357_99,0,free,2,2,-769658847024738738_1085,0,strcpy|malloc|free|realloc,1,0.2796,0.6096,0.3786,0.25,0.5,0.6667,0.45,Case B (Superficially Similar)
reveal,-2386031673786599357_99,0,free,2,3,-1145838621747570454_375,0,,1,0.2329,0.6447,0.3564,0.0,0.5,0.6667,0.35,Uncorrelated / Low Similarity
reveal,-2386031673786599357_99,0,free,2,4,-769658847024738738_708,1,fprintf|realloc,2,0.1747,0.6351,0.3128,0.0,1.0,0.6667,0.5,Case D (Missed Security Similarity)
reveal,-2386031673786599357_99,0,free,2,5,1760449185745615462_820,0,,1,0.1846,0.1822,0.1839,0.0,0.5,0.6667,0.35,Uncorrelated / Low Similarity
reveal,3896936900447628930_100,0,strcmp,1,1,3896936900447628930_2148,0,,2,0.3662,0.5471,0.4205,0.0,0.5,0.6667,0.35,Case B (Superficially Similar)
reveal,3896936900447628930_100,0,strcmp,1,2,-7795592811940874822_185,0,,1,0.2667,0.6317,0.3762,0.0,1.0,1.0,0.6,Case A (Good)
reveal,3896936900447628930_100,0,strcmp,1,3,8484475213808847345_134,0,strcmp,2,0.2679,0.3738,0.2996,1.0,0.5,1.0,0.85,Case A (Good)
reveal,3896936900447628930_100,0,strcmp,1,4,1760449185745615462_289,0,,1,0.2059,0.4385,0.2757,0.0,1.0,0.3333,0.4,Uncorrelated / Low Similarity
reveal,3896936900447628930_100,0,strcmp,1,5,-649112636673899765_1385,0,strcmp,2,0.1503,0.3053,0.1968,1.0,0.5,0.6667,0.75,Case D (Missed Security Similarity)
reveal,-7117046864335130087_101,0,,1,1,-7117046864335130087_1274,0,,1,0.4776,0.7202,0.5504,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-7117046864335130087_101,0,,1,2,-4960438251319819237_1589,0,,1,0.2951,0.5176,0.3619,1.0,1.0,1.0,1.0,Case A (Good)
reveal,-7117046864335130087_101,0,,1,3,6700989317311037906_2601,0,,1,0.4151,0.012,0.2942,1.0,1.0,0.6667,0.9,Case A (Good)
