dataset,target_id,target_label,target_apis,target_sanitizers,demo_rank,demo_id,demo_label,demo_apis,demo_sanitizers,code_similarity,graph_similarity,hybrid_score,api_similarity,sanitizer_similarity,memory_similarity,security_similarity,retrieval_case
devign,id_10000_label_False_qemu.c_0,0,,1,1,id_10273_label_False_qemu.c_250,0,fprintf,1,0.0719,0.5138,0.2045,0.0,1.0,0.6667,0.5,Case D (Missed Security Similarity)
devign,id_10000_label_False_qemu.c_0,0,,1,2,id_11967_label_False_qemu.c_1755,0,printf,2,0.0577,0.367,0.1505,0.0,0.5,1.0,0.45,Uncorrelated / Low Similarity
devign,id_10000_label_False_qemu.c_0,0,,1,3,id_12732_label_False_qemu.c_2429,0,,1,0.1,0.0099,0.073,1.0,1.0,1.0,1.0,Case D (Missed Security Similarity)
devign,id_10000_label_False_qemu.c_0,0,,1,4,id_12622_label_False_qemu.c_2334,0,,1,0.0667,0.0142,0.0509,1.0,1.0,1.0,1.0,Case D (Missed Security Similarity)
devign,id_10000_label_False_qemu.c_0,0,,1,5,id_11491_label_True_qemu.c_1332,1,,1,0.0484,0.0095,0.0367,1.0,1.0,1.0,1.0,Case D (Missed Security Similarity)
devign,id_10026_label_False_qemu.c_1,0,,1,1,id_10152_label_True_qemu.c_142,1,,1,0.2778,0.7251,0.412,1.0,1.0,0.6667,0.9,Case C (Dangerous - Label Mismatch)
devign,id_10026_label_False_qemu.c_1,0,,1,2,id_12503_label_True_qemu.c_2219,1,,1,0.1714,0.5694,0.2908,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10026_label_False_qemu.c_1,0,,1,3,id_10249_label_False_qemu.c_228,0,,1,0.1463,0.6262,0.2903,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10026_label_False_qemu.c_1,0,,1,4,id_10954_label_False_qemu.c_849,0,,3,0.1224,0.6416,0.2782,1.0,0.3333,0.6667,0.7,Case D (Missed Security Similarity)
devign,id_10026_label_False_qemu.c_1,0,,1,5,id_13093_label_True_qemu.c_2751,1,,2,0.0893,0.0113,0.0659,1.0,0.5,0.6667,0.75,Case D (Missed Security Similarity)
devign,id_10049_label_False_qemu.c_2,0,,1,1,id_12392_label_True_qemu.c_2117,1,,1,0.8241,0.9882,0.8733,1.0,1.0,1.0,1.0,Case C (Dangerous - Label Mismatch)
devign,id_10049_label_False_qemu.c_2,0,,1,2,id_13362_label_False_qemu.c_2994,0,,1,0.8021,0.9891,0.8582,1.0,1.0,1.0,1.0,Case A (Good)
devign,id_10049_label_False_qemu.c_2,0,,1,3,id_13099_label_True_qemu.c_2756,1,fprintf,1,0.3267,0.8071,0.4708,0.0,1.0,1.0,0.6,Case C (Dangerous - Label Mismatch)
devign,id_10049_label_False_qemu.c_2,0,,1,4,id_12125_label_False_qemu.c_1887,0,,1,0.1209,0.5966,0.2636,1.0,1.0,1.0,1.0,Case D (Missed Security Similarity)
devign,id_10049_label_False_qemu.c_2,0,,1,5,id_11294_label_True_qemu.c_1160,1,,1,0.155,0.364,0.2177,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10055_label_False_qemu.c_3,0,,1,1,id_10375_label_False_qemu.c_338,0,,0,0.2143,0.3945,0.2683,1.0,0.0,0.6667,0.6,Case D (Missed Security Similarity)
devign,id_10055_label_False_qemu.c_3,0,,1,2,id_12837_label_False_qemu.c_2516,0,,1,0.2045,0.2123,0.2069,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10055_label_False_qemu.c_3,0,,1,3,id_12690_label_False_qemu.c_2390,0,,1,0.2,0.1821,0.1946,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10055_label_False_qemu.c_3,0,,1,4,id_10012_label_False_qemu.c_12,0,,1,0.1395,0.2125,0.1614,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10055_label_False_qemu.c_3,0,,1,5,id_1140_label_True_qemu.c_1260,1,,1,0.1154,0.1625,0.1295,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10064_label_False_qemu.c_4,0,,1,1,id_11031_label_False_FFmpeg.c_915,0,,1,0.0882,0.5785,0.2353,1.0,1.0,1.0,1.0,Case D (Missed Security Similarity)
devign,id_10064_label_False_qemu.c_4,0,,1,2,id_12302_label_False_qemu.c_2046,0,fprintf,1,0.037,0.5862,0.2018,0.0,1.0,0.6667,0.5,Case D (Missed Security Similarity)
devign,id_10064_label_False_qemu.c_4,0,,1,3,id_12889_label_False_qemu.c_2566,0,,1,0.0415,0.5647,0.1984,1.0,1.0,1.0,1.0,Case D (Missed Security Similarity)
devign,id_10064_label_False_qemu.c_4,0,,1,4,id_10488_label_False_qemu.c_437,0,,1,0.0308,0.5855,0.1972,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10064_label_False_qemu.c_4,0,,1,5,id_11915_label_False_qemu.c_1713,0,fprintf,1,0.0363,0.245,0.0989,0.0,1.0,0.6667,0.5,Case D (Missed Security Similarity)
devign,id_10081_label_False_qemu.c_5,0,,0,1,id_13220_label_True_qemu.c_2866,1,,1,0.1714,0.7683,0.3505,1.0,0.0,1.0,0.7,Case D (Missed Security Similarity)
devign,id_10081_label_False_qemu.c_5,0,,0,2,id_11463_label_True_FFmpeg.c_1304,1,,2,0.1944,0.5123,0.2898,1.0,0.0,1.0,0.7,Case D (Missed Security Similarity)
devign,id_10081_label_False_qemu.c_5,0,,0,3,id_10873_label_True_qemu.c_776,1,read,1,0.2041,0.3634,0.2519,0.0,0.0,1.0,0.3,Uncorrelated / Low Similarity
devign,id_10081_label_False_qemu.c_5,0,,0,4,id_11215_label_True_qemu.c_1086,1,,2,0.1,0.5024,0.2207,1.0,0.0,1.0,0.7,Case D (Missed Security Similarity)
devign,id_10081_label_False_qemu.c_5,0,,0,5,id_13015_label_False_qemu.c_2686,0,,1,0.0323,0.2982,0.112,1.0,0.0,0.6667,0.6,Case D (Missed Security Similarity)
devign,id_10104_label_True_qemu.c_6,1,,1,1,id_13171_label_False_qemu.c_2820,0,,1,0.3333,0.5398,0.3953,1.0,1.0,0.6667,0.9,Case C (Dangerous - Label Mismatch)
devign,id_10104_label_True_qemu.c_6,1,,1,2,id_11559_label_True_qemu.c_1389,1,,1,0.0976,0.5314,0.2277,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10104_label_True_qemu.c_6,1,,1,3,id_10934_label_False_qemu.c_830,0,,2,0.1844,0.3021,0.2197,1.0,0.5,1.0,0.85,Case D (Missed Security Similarity)
devign,id_10104_label_True_qemu.c_6,1,,1,4,id_10573_label_False_qemu.c_518,0,,2,0.0513,0.3086,0.1285,1.0,0.0,1.0,0.7,Case D (Missed Security Similarity)
devign,id_10104_label_True_qemu.c_6,1,,1,5,id_12198_label_True_FFmpeg.c_1952,1,,1,0.0497,0.2958,0.1235,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10128_label_False_qemu.c_7,0,,0,1,id_11638_label_False_qemu.c_1462,0,,0,0.68,0.9952,0.7745,1.0,1.0,1.0,1.0,Case A (Good)
devign,id_10128_label_False_qemu.c_7,0,,0,2,id_10582_label_False_qemu.c_526,0,,1,0.3864,0.7897,0.5074,1.0,0.0,1.0,0.7,Case A (Good)
devign,id_10128_label_False_qemu.c_7,0,,0,3,id_11787_label_True_qemu.c_1600,1,,2,0.1707,0.6152,0.3041,1.0,0.0,1.0,0.7,Case D (Missed Security Similarity)
devign,id_10128_label_False_qemu.c_7,0,,0,4,id_11986_label_True_qemu.c_1766,1,write,1,0.1711,0.475,0.2622,0.0,0.0,1.0,0.3,Uncorrelated / Low Similarity
devign,id_10128_label_False_qemu.c_7,0,,0,5,id_11179_label_False_qemu.c_1050,0,read,2,0.1121,0.4449,0.212,0.0,0.0,1.0,0.3,Uncorrelated / Low Similarity
devign,id_10161_label_False_FFmpeg.c_8,0,free,2,1,id_11391_label_True_FFmpeg.c_1241,1,strcmp,1,0.08,0.7935,0.2941,0.0,0.5,0.3333,0.25,Uncorrelated / Low Similarity
devign,id_10161_label_False_FFmpeg.c_8,0,free,2,2,id_11737_label_True_FFmpeg.c_1550,1,,1,0.0855,0.4384,0.1914,0.0,0.5,0.6667,0.35,Uncorrelated / Low Similarity
devign,id_10161_label_False_FFmpeg.c_8,0,free,2,3,id_11310_label_False_FFmpeg.c_1175,0,memcpy,1,0.0813,0.4077,0.1792,0.0,0.5,0.3333,0.25,Uncorrelated / Low Similarity
devign,id_10161_label_False_FFmpeg.c_8,0,free,2,4,id_11183_label_False_FFmpeg.c_1055,0,,2,0.0658,0.3373,0.1472,0.0,0.3333,0.3333,0.2,Uncorrelated / Low Similarity
devign,id_10161_label_False_FFmpeg.c_8,0,free,2,5,id_11011_label_False_FFmpeg.c_899,0,strncmp,1,0.0508,0.3689,0.1462,0.0,0.5,0.3333,0.25,Uncorrelated / Low Similarity
devign,id_10175_label_False_FFmpeg.c_9,0,,3,1,id_11860_label_True_FFmpeg.c_1665,1,,2,0.1007,0.8185,0.316,1.0,0.6667,1.0,0.9,Case D (Missed Security Similarity)
devign,id_10175_label_False_FFmpeg.c_9,0,,3,2,id_11846_label_False_FFmpeg.c_1653,0,,1,0.0712,0.7152,0.2644,1.0,0.3333,1.0,0.8,Case D (Missed Security Similarity)
devign,id_10175_label_False_FFmpeg.c_9,0,,3,3,id_10183_label_True_FFmpeg.c_172,1,read,1,0.0873,0.6214,0.2475,0.0,0.3333,1.0,0.4,Uncorrelated / Low Similarity
devign,id_10175_label_False_FFmpeg.c_9,0,,3,4,id_11869_label_False_FFmpeg.c_1671,0,,2,0.1087,0.4809,0.2204,1.0,0.6667,1.0,0.9,Case D (Missed Security Similarity)
devign,id_10175_label_False_FFmpeg.c_9,0,,3,5,id_11565_label_True_FFmpeg.c_1396,1,,1,0.0632,0.499,0.1939,1.0,0.3333,0.6667,0.7,Case D (Missed Security Similarity)
devign,id_10180_label_True_qemu.c_10,1,,2,1,id_11169_label_False_qemu.c_1039,0,,2,0.581,0.7769,0.6398,1.0,1.0,1.0,1.0,Case C (Dangerous - Label Mismatch)
devign,id_10180_label_True_qemu.c_10,1,,2,2,id_10684_label_True_qemu.c_612,1,,2,0.5926,0.0084,0.4173,1.0,1.0,1.0,1.0,Case A (Good)
devign,id_10180_label_True_qemu.c_10,1,,2,3,id_1301_label_False_qemu.c_2689,0,read,1,0.0924,0.5723,0.2364,0.0,0.5,0.6667,0.35,Uncorrelated / Low Similarity
devign,id_10180_label_True_qemu.c_10,1,,2,4,id_10091_label_False_qemu.c_84,0,write,1,0.0692,0.5739,0.2206,0.0,0.5,0.6667,0.35,Uncorrelated / Low Similarity
devign,id_10180_label_True_qemu.c_10,1,,2,5,id_10816_label_True_qemu.c_728,1,fprintf|vsnprintf,2,0.0976,0.0106,0.0715,0.0,0.3333,0.6667,0.3,Uncorrelated / Low Similarity
devign,id_10190_label_False_qemu.c_11,0,,1,1,id_1176_label_False_qemu.c_1582,0,,1,0.1562,0.5592,0.2771,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10190_label_False_qemu.c_11,0,,1,2,id_10379_label_False_qemu.c_341,0,,1,0.1449,0.5134,0.2555,1.0,1.0,1.0,1.0,Case D (Missed Security Similarity)
devign,id_10190_label_False_qemu.c_11,0,,1,3,id_12088_label_True_qemu.c_1859,1,memcpy|free|malloc,2,0.1132,0.4574,0.2165,0.0,0.5,0.3333,0.25,Uncorrelated / Low Similarity
devign,id_10190_label_False_qemu.c_11,0,,1,4,id_11004_label_False_qemu.c_892,0,,2,0.13,0.4118,0.2145,1.0,0.5,0.6667,0.75,Case D (Missed Security Similarity)
devign,id_10190_label_False_qemu.c_11,0,,1,5,id_13245_label_True_qemu.c_2889,1,fprintf|recv|send,2,0.1304,0.3239,0.1885,0.0,0.5,0.6667,0.35,Uncorrelated / Low Similarity
devign,id_10192_label_False_qemu.c_12,0,memcpy,1,1,id_11099_label_True_qemu.c_977,1,fprintf,2,0.0947,0.5215,0.2228,0.0,0.5,1.0,0.45,Uncorrelated / Low Similarity
devign,id_10192_label_False_qemu.c_12,0,memcpy,1,2,id_1298_label_False_qemu.c_2661,0,,2,0.0978,0.5,0.2185,0.0,0.5,0.6667,0.35,Uncorrelated / Low Similarity
devign,id_10192_label_False_qemu.c_12,0,memcpy,1,3,id_12898_label_False_qemu.c_2575,0,,1,0.092,0.4399,0.1963,0.0,1.0,0.6667,0.5,Case D (Missed Security Similarity)
devign,id_10192_label_False_qemu.c_12,0,memcpy,1,4,id_10569_label_False_qemu.c_514,0,fprintf,2,0.0874,0.3272,0.1593,0.0,0.5,1.0,0.45,Uncorrelated / Low Similarity
devign,id_10192_label_False_qemu.c_12,0,memcpy,1,5,id_12189_label_True_qemu.c_1945,1,,2,0.084,0.3312,0.1581,0.0,0.5,1.0,0.45,Uncorrelated / Low Similarity
devign,id_10194_label_False_qemu.c_13,0,fprintf,1,1,id_11557_label_True_qemu.c_1387,1,,1,0.1026,0.3494,0.1766,0.0,1.0,0.6667,0.5,Case D (Missed Security Similarity)
devign,id_10194_label_False_qemu.c_13,0,fprintf,1,2,id_10732_label_True_qemu.c_656,1,,1,0.0833,0.3892,0.1751,0.0,1.0,1.0,0.6,Case D (Missed Security Similarity)
devign,id_10194_label_False_qemu.c_13,0,fprintf,1,3,id_11741_label_True_qemu.c_1555,1,fprintf,1,0.0769,0.268,0.1343,1.0,1.0,1.0,1.0,Case D (Missed Security Similarity)
devign,id_10194_label_False_qemu.c_13,0,fprintf,1,4,id_11591_label_False_FFmpeg.c_1423,0,memset,2,0.0874,0.2104,0.1243,0.0,0.5,0.6667,0.35,Uncorrelated / Low Similarity
devign,id_10194_label_False_qemu.c_13,0,fprintf,1,5,id_10467_label_True_qemu.c_420,1,,0,0.1389,0.0099,0.1002,0.0,0.0,1.0,0.3,Uncorrelated / Low Similarity
devign,id_10213_label_False_FFmpeg.c_14,0,,1,1,id_13115_label_True_qemu.c_2772,1,,3,0.0621,0.7074,0.2557,1.0,0.3333,1.0,0.8,Case D (Missed Security Similarity)
devign,id_10213_label_False_FFmpeg.c_14,0,,1,2,id_12872_label_False_qemu.c_2549,0,,1,0.0891,0.5672,0.2325,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10213_label_False_FFmpeg.c_14,0,,1,3,id_10706_label_False_qemu.c_634,0,,2,0.0833,0.4413,0.1907,1.0,0.5,0.6667,0.75,Case D (Missed Security Similarity)
devign,id_10213_label_False_FFmpeg.c_14,0,,1,4,id_12127_label_False_qemu.c_1889,0,,1,0.0619,0.397,0.1624,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10213_label_False_FFmpeg.c_14,0,,1,5,id_10214_label_True_qemu.c_199,1,,0,0.0588,0.3567,0.1482,1.0,0.0,0.3333,0.5,Case D (Missed Security Similarity)
devign,id_10233_label_False_FFmpeg.c_15,0,,1,1,id_11802_label_True_FFmpeg.c_1616,1,,1,0.6821,0.9577,0.7647,1.0,1.0,1.0,1.0,Case C (Dangerous - Label Mismatch)
devign,id_10233_label_False_FFmpeg.c_15,0,,1,2,id_11429_label_False_FFmpeg.c_1277,0,,1,0.1411,0.6316,0.2882,1.0,1.0,1.0,1.0,Case D (Missed Security Similarity)
devign,id_10233_label_False_FFmpeg.c_15,0,,1,3,id_12352_label_False_FFmpeg.c_2088,0,,1,0.1418,0.4646,0.2386,1.0,1.0,1.0,1.0,Case D (Missed Security Similarity)
devign,id_10233_label_False_FFmpeg.c_15,0,,1,4,id_11489_label_True_FFmpeg.c_1329,1,printf,1,0.0924,0.5531,0.2306,0.0,1.0,1.0,0.6,Case D (Missed Security Similarity)
devign,id_10233_label_False_FFmpeg.c_15,0,,1,5,id_12333_label_False_FFmpeg.c_2069,0,,1,0.1368,0.395,0.2143,1.0,1.0,1.0,1.0,Case D (Missed Security Similarity)
devign,id_10244_label_False_FFmpeg.c_16,0,memcpy,1,1,id_1330_label_True_FFmpeg.c_2948,1,memcpy,1,0.8881,0.9915,0.9191,1.0,1.0,1.0,1.0,Case C (Dangerous - Label Mismatch)
devign,id_10244_label_False_FFmpeg.c_16,0,memcpy,1,2,id_11948_label_False_FFmpeg.c_1740,0,,1,0.0949,0.9862,0.3623,0.0,1.0,1.0,0.6,Case D (Missed Security Similarity)
devign,id_10244_label_False_FFmpeg.c_16,0,memcpy,1,3,id_12612_label_True_FFmpeg.c_2325,1,memset,3,0.0888,0.5237,0.2193,0.0,0.3333,1.0,0.4,Uncorrelated / Low Similarity
devign,id_10244_label_False_FFmpeg.c_16,0,memcpy,1,4,id_11321_label_False_FFmpeg.c_1183,0,,2,0.0716,0.253,0.126,0.0,0.5,1.0,0.45,Uncorrelated / Low Similarity
devign,id_10244_label_False_FFmpeg.c_16,0,memcpy,1,5,id_10823_label_True_FFmpeg.c_735,1,,1,0.0986,0.0126,0.0728,0.0,1.0,0.6667,0.5,Case D (Missed Security Similarity)
devign,id_10253_label_False_FFmpeg.c_17,0,,1,1,id_12982_label_True_FFmpeg.c_2655,1,memset,2,0.1076,0.8004,0.3154,0.0,0.5,1.0,0.45,Uncorrelated / Low Similarity
devign,id_10253_label_False_FFmpeg.c_17,0,,1,2,id_11515_label_True_FFmpeg.c_1353,1,memcpy,2,0.0978,0.7975,0.3077,0.0,0.5,0.6667,0.35,Uncorrelated / Low Similarity
devign,id_10253_label_False_FFmpeg.c_17,0,,1,3,id_10111_label_True_FFmpeg.c_105,1,,1,0.1169,0.718,0.2973,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10253_label_False_FFmpeg.c_17,0,,1,4,id_13317_label_True_FFmpeg.c_2954,1,memset,1,0.1276,0.3962,0.2081,0.0,1.0,0.6667,0.5,Case D (Missed Security Similarity)
devign,id_10253_label_False_FFmpeg.c_17,0,,1,5,id_13287_label_False_FFmpeg.c_2927,0,memset|memcpy,1,0.1018,0.333,0.1711,0.0,1.0,0.6667,0.5,Case D (Missed Security Similarity)
devign,id_10266_label_False_qemu.c_18,0,,2,1,id_11751_label_True_qemu.c_1562,1,open|read,2,0.0389,0.7126,0.241,0.0,1.0,1.0,0.6,Case D (Missed Security Similarity)
devign,id_10266_label_False_qemu.c_18,0,,2,2,id_11532_label_True_qemu.c_1365,1,,3,0.0882,0.47,0.2028,1.0,0.6667,1.0,0.9,Case D (Missed Security Similarity)
devign,id_10266_label_False_qemu.c_18,0,,2,3,id_1146_label_True_qemu.c_1309,1,,3,0.082,0.4691,0.1981,1.0,0.6667,1.0,0.9,Case D (Missed Security Similarity)
devign,id_10266_label_False_qemu.c_18,0,,2,4,id_11371_label_True_qemu.c_1226,1,,2,0.0625,0.469,0.1844,1.0,0.3333,1.0,0.8,Case D (Missed Security Similarity)
devign,id_10266_label_False_qemu.c_18,0,,2,5,id_10929_label_False_qemu.c_825,0,,2,0.0548,0.0141,0.0426,1.0,0.3333,1.0,0.8,Case D (Missed Security Similarity)
devign,id_10268_label_False_qemu.c_19,0,,1,1,id_12641_label_False_qemu.c_2352,0,,1,0.6923,0.7366,0.7056,1.0,1.0,1.0,1.0,Case A (Good)
devign,id_10268_label_False_qemu.c_19,0,,1,2,id_12735_label_False_qemu.c_2432,0,,1,0.5,0.7366,0.571,1.0,1.0,1.0,1.0,Case A (Good)
devign,id_10268_label_False_qemu.c_19,0,,1,3,id_11161_label_True_qemu.c_1032,1,,0,0.0833,0.5399,0.2203,1.0,0.0,1.0,0.7,Case D (Missed Security Similarity)
devign,id_10268_label_False_qemu.c_19,0,,1,4,id_10743_label_True_qemu.c_663,1,,0,0.0833,0.5399,0.2203,1.0,0.0,1.0,0.7,Case D (Missed Security Similarity)
devign,id_10268_label_False_qemu.c_19,0,,1,5,id_11670_label_False_qemu.c_1492,0,,0,0.087,0.4784,0.2044,1.0,0.0,1.0,0.7,Case D (Missed Security Similarity)
devign,id_10269_label_False_qemu.c_20,0,,2,1,id_10094_label_False_qemu.c_87,0,send,2,0.1341,0.7262,0.3118,0.0,1.0,1.0,0.6,Case D (Missed Security Similarity)
devign,id_10269_label_False_qemu.c_20,0,,2,2,id_1176_label_False_qemu.c_1582,0,,1,0.1791,0.5099,0.2784,1.0,0.5,1.0,0.85,Case D (Missed Security Similarity)
devign,id_10269_label_False_qemu.c_20,0,,2,3,id_12088_label_True_qemu.c_1859,1,memcpy|free|malloc,2,0.1081,0.41,0.1987,0.0,1.0,0.6667,0.5,Case D (Missed Security Similarity)
devign,id_10269_label_False_qemu.c_20,0,,2,4,id_10719_label_False_qemu.c_648,0,,1,0.0818,0.3827,0.1721,1.0,0.5,1.0,0.85,Case D (Missed Security Similarity)
devign,id_10269_label_False_qemu.c_20,0,,2,5,id_1289_label_False_qemu.c_2577,0,,1,0.1268,0.2772,0.1719,1.0,0.5,1.0,0.85,Case D (Missed Security Similarity)
devign,id_10278_label_False_qemu.c_21,0,,1,1,id_12588_label_True_qemu.c_2300,1,,1,0.2619,0.7732,0.4153,1.0,1.0,1.0,1.0,Case C (Dangerous - Label Mismatch)
devign,id_10278_label_False_qemu.c_21,0,,1,2,id_10968_label_True_qemu.c_859,1,memcpy,1,0.25,0.5335,0.335,0.0,1.0,1.0,0.6,Case C (Dangerous - Label Mismatch)
devign,id_10278_label_False_qemu.c_21,0,,1,3,id_11918_label_False_qemu.c_1716,0,memcpy,1,0.1863,0.5876,0.3067,0.0,1.0,1.0,0.6,Case D (Missed Security Similarity)
devign,id_10278_label_False_qemu.c_21,0,,1,4,id_10567_label_False_qemu.c_512,0,,1,0.2302,0.4802,0.3052,1.0,1.0,1.0,1.0,Case D (Missed Security Similarity)
devign,id_10278_label_False_qemu.c_21,0,,1,5,id_12146_label_False_qemu.c_1902,0,,1,0.0714,0.4413,0.1824,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10282_label_False_qemu.c_22,0,,2,1,id_11186_label_False_qemu.c_1058,0,,2,0.3519,0.8076,0.4886,1.0,1.0,0.6667,0.9,Case A (Good)
devign,id_10282_label_False_qemu.c_22,0,,2,2,id_10581_label_False_qemu.c_525,0,,2,0.3273,0.8076,0.4714,1.0,1.0,0.6667,0.9,Case A (Good)
devign,id_10282_label_False_qemu.c_22,0,,2,3,id_1083_label_False_qemu.c_750,0,,3,0.25,0.8157,0.4197,1.0,0.6667,0.6667,0.8,Case A (Good)
devign,id_10282_label_False_qemu.c_22,0,,2,4,id_12583_label_True_qemu.c_2296,1,,3,0.2239,0.8157,0.4014,1.0,0.6667,0.6667,0.8,Case D (Missed Security Similarity)
devign,id_10282_label_False_qemu.c_22,0,,2,5,id_1047_label_True_qemu.c_430,1,,3,0.2113,0.7936,0.386,1.0,0.6667,0.6667,0.8,Case D (Missed Security Similarity)
devign,id_10291_label_False_qemu.c_23,0,,1,1,id_12260_label_True_qemu.c_2006,1,,1,0.1111,0.6174,0.263,1.0,1.0,1.0,1.0,Case D (Missed Security Similarity)
devign,id_10291_label_False_qemu.c_23,0,,1,2,id_10994_label_False_qemu.c_881,0,send,1,0.1078,0.4372,0.2066,0.0,1.0,0.6667,0.5,Case D (Missed Security Similarity)
devign,id_10291_label_False_qemu.c_23,0,,1,3,id_11658_label_True_qemu.c_1480,1,,1,0.134,0.3626,0.2026,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10291_label_False_qemu.c_23,0,,1,4,id_12494_label_True_qemu.c_2210,1,memset,1,0.1217,0.1744,0.1375,0.0,1.0,1.0,0.6,Case D (Missed Security Similarity)
devign,id_10291_label_False_qemu.c_23,0,,1,5,id_11804_label_True_qemu.c_1618,1,,1,0.0595,0.1089,0.0743,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10295_label_False_qemu.c_24,0,,1,1,id_11287_label_True_qemu.c_1154,1,fprintf,2,0.5695,0.7657,0.6283,0.0,0.5,1.0,0.45,Case C (Dangerous - Label Mismatch)
devign,id_10295_label_False_qemu.c_24,0,,1,2,id_10209_label_False_qemu.c_195,0,,1,0.0101,0.403,0.128,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10295_label_False_qemu.c_24,0,,1,3,id_12792_label_True_qemu.c_2479,1,,2,0.0147,0.2599,0.0882,1.0,0.5,0.6667,0.75,Case D (Missed Security Similarity)
devign,id_10295_label_False_qemu.c_24,0,,1,4,id_13304_label_True_qemu.c_2943,1,,1,0.0157,0.1125,0.0448,1.0,1.0,0.6667,0.9,Case D (Missed Security Similarity)
devign,id_10295_label_False_qemu.c_24,0,,1,5,id_10314_label_False_qemu.c_287,0,,1,0.0238,0.0109,0.0199,1.0,1.0,1.0,1.0,Case D (Missed Security Similarity)
devign,id_10308_label_False_FFmpeg.c_25,0,printf,1,1,id_12506_label_True_FFmpeg.c_2222,1,printf,1,0.621,0.0095,0.4376,1.0,1.0,1.0,1.0,Case C (Dangerous - Label Mismatch)
devign,id_10308_label_False_FFmpeg.c_25,0,printf,1,2,id_12808_label_True_FFmpeg.c_2492,1,,1,0.3169,0.1214,0.2582,0.0,1.0,1.0,0.6,Case C (Dangerous - Label Mismatch)
devign,id_10308_label_False_FFmpeg.c_25,0,printf,1,3,id_12497_label_True_FFmpeg.c_2213,1,,1,0.0756,0.4191,0.1786,0.0,1.0,1.0,0.6,Case D (Missed Security Similarity)
devign,id_10308_label_False_FFmpeg.c_25,0,printf,1,4,id_10799_label_True_FFmpeg.c_712,1,,1,0.07,0.3891,0.1657,0.0,1.0,1.0,0.6,Case D (Missed Security Similarity)
devign,id_10308_label_False_FFmpeg.c_25,0,printf,1,5,id_11256_label_True_FFmpeg.c_1125,1,,1,0.0926,0.1215,0.1013,0.0,1.0,1.0,0.6,Case D (Missed Security Similarity)
devign,id_10316_label_False_qemu.c_26,0,,0,1,id_10978_label_False_qemu.c_867,0,,1,0.25,0.324,0.2722,1.0,0.0,1.0,0.7,Case A (Good)
devign,id_10316_label_False_qemu.c_26,0,,0,2,id_13354_label_False_qemu.c_2989,0,,1,0.2143,0.3355,0.2506,1.0,0.0,1.0,0.7,Case D (Missed Security Similarity)
devign,id_10316_label_False_qemu.c_26,0,,0,3,id_12633_label_False_qemu.c_2344,0,strcmp,1,0.0566,0.2534,0.1156,0.0,0.0,0.6667,0.2,Uncorrelated / Low Similarity
devign,id_10316_label_False_qemu.c_26,0,,0,4,id_11771_label_False_qemu.c_1584,0,,1,0.0444,0.2013,0.0915,1.0,0.0,1.0,0.7,Case D (Missed Security Similarity)
devign,id_10316_label_False_qemu.c_26,0,,0,5,id_11601_label_False_qemu.c_1432,0,,1,0.0588,0.1632,0.0901,1.0,0.0,1.0,0.7,Case D (Missed Security Similarity)
devign,id_10322_label_False_qemu.c_27,0,,1,1,id_10248_label_False_qemu.c_227,0,,1,0.3333,0.6679,0.4337,1.0,1.0,1.0,1.0,Case A (Good)
devign,id_10322_label_False_qemu.c_27,0,,1,2,id_10367_label_False_qemu.c_332,0,,0,0.3333,0.6466,0.4273,1.0,0.0,0.6667,0.6,Case A (Good)
devign,id_10322_label_False_qemu.c_27,0,,1,3,id_1100_label_False_qemu.c_897,0,,0,0.3333,0.5589,0.401,1.0,0.0,0.6667,0.6,Case A (Good)
devign,id_10322_label_False_qemu.c_27,0,,1,4,id_12262_label_True_qemu.c_2008,1,,0,0.3333,0.5589,0.401,1.0,0.0,0.6667,0.6,Case C (Dangerous - Label Mismatch)
devign,id_10322_label_False_qemu.c_27,0,,1,5,id_11891_label_True_qemu.c_1691,1,,0,0.3077,0.2612,0.2937,1.0,0.0,0.6667,0.6,Case C (Dangerous - Label Mismatch)
